no,body_text,label
178,udah top up coins line utk beli sticker themes beli skrg jg pake pulsa utk koleksi mu cek http tsel me jajanonline,2
179,murah rp rb dptkan gb paket internetan utk hr internetan seru aktif ussdphonenumber promo feb,2
180,tlh tukar poin poin tukar poin menang hadih lg gb menang tukar poin tinggi november,2
181,eks internetan pake volume ultima mb hr hrga rp rb ussdphonenumber tarif lokasi cek tsel me fl,2
182,langgan yth update informasi tarif baru tsel me as hubung rp call,2
183,freedom combo xl rp rb normal rp rb gb music streaming gak pake kuota unlimited nelp sms daftar ussdphonenumber,2
184,beli gratis beli diskon tiket kampung gajah wonderland bandung mei tunjuk sms kpd tugas info domainwebsite kampunggajah,2
185,paket flash mb utk pd tarif non paket laku tgl tsb info hubung ussdphonenumber cek kuota ussdphonenumber,2
186,nomor milik paket netmax dapat paket netmax gb gb hape ussdphonenumber aplikasi bimatri website tri co id,2
187,paket non aktif minta guna internet kena tariff dasar internet sesuai skema tariff kartu hubung ussdphonenumber aktif paket internet info domainwebsite,2
188,paket gb hasil aktif restart hape utk dpt nikmat kuota internetan cek sisa kuota ussdphonenumber,2
189,terima kasih sahabat indosatooredoo kenal batas bonus gratis nelpon menit hub ussdphonenumber ok,2
190,wow promo panjang sd agt tukar hp smartfrenmu andromax lte rb dr rb ayo datang gallery smartfren dekat,2
191,banting harga internetan dgn kuota gb rb rupiah paket laku bulan ketik desember,2
192,isi ulang kuota gb hasil kuota tlh nikmat bonus nelpon tri rp rb cek bonus ussdphonenumber bimatri,2
193,nikmat paket reguler dgn sisa kuota kb dapat agam paket internet hemat tri ussdphonenumber,2
194,lg beli paket flash gb mytelkomsel dpt extra pulsa rp rb utk beli sjk aug sept cek detail paket tsel me mytsel,2
195,senin nonton hemat ribu cema xxi dgn tcash tap dptkan stiker tcash tap grapari dekat info tsel me tappromo,2
196,selamat bonus pulsa rp indosat ooredoo laku poin senyum tambah cek bonus ussdphonenumber,2
197,jalan ibadah haji dg nyaman tnpa prlu ganti kartu lokal nikmat gratis menit hr trima telp dr indosatooredoo internet unlimited rp rb info ussdphonenumber pai,2
198,disc domino pizza value range agustus kunjung store dekat hubung visit http bit ly koz kode vr,2
199,internetan puas aja butuh kuota paket sumo gb jaring beli ussdphonenumber info,2
200,sticker line lucu lucu banget loh beli yuk pulsa gampang banget coba yuk,2
201,trmksh tlh hasil isi pulsa smartfren jual pulsa bayar listrik speedy telkom hub agen barokah mp reload untung,2
202,angpaopoinsenyum dptkan vchr lottemart rb dg tukar poin normal poin sd feb ketik ussdphonenumber batas info domainwebsite angpao,2
203,selamat beli paket combo kenyang internet as cek bonus ussdphonenumber,2
204,diskon utk kacamata lengkap bonus kacamata hitam tunjuk sms jl gatot soebroto amp laku promo ussdphonenumber,2
205,bebas ekspresi diri paket freedom combo indosat ooredoo hub ussdphonenumber domainwebsite freedom,2
206,kocak abis liat aksi pemuda galau iseng gokil kepung polisi super cantik tonton aja comic via hp cmn hr ketik film,2
207,tawar bonus kuota mb hr isi ulang min ayo buru isi pulsa,2
208,kabar bonus riah isi pulsa minimun rp ribu november dapat mb gratis ayo isi pulsa bonus utk rl,2
209,merdeka hot sale kuota gb rp rb rp rb tawar batas cek ussdphonenumber,2
210,bonus kuota mb hr isi ulang min ayo buru isi pulsa,2
211,pakai handphone xl axiata mu internetan pakai xl,2
212,tcash bayar tagih listrik beli token listrik hubung ussdphonenumber pilih menu bayar beli,2
213,dapat disc utk dominos pan pizza roti tebal dgn keju pinggir rp kunjung toko dekat telf klik panpizza co id,2
214,domino pan pizza roti tebal dgn keju pinggir nikmat disc rp kunjung toko dekat telf klik panpizza co id,2
215,nomor untung tes identitas sedia untuk menang pulsa rp rb tes kirim sms info vd,2
216,ambil bonus hari ussdphonenumber bebas pulsa dptkan gratis nelpon internetan promo sesuai hobi,2
217,spesial paket flash volume ultima kuota gb hr kuota harga rp rb ussdphonenumber tarif lokasi cek tsel me fl,2
218,migrasi kartu kartuhalo nomor dapat paket spesial gb rb kunjung grapari tunjuk sms promo batas skb,2
219,ribet bolak cek pulsa cek sisa kuota internetmu download aja aplikasi mycare klik mudah akses https mycare indosatooredoo com,2
220,bronet jam gb hr rp bronetspecial gb hr gb jam gb rp ussdphonenumber aktif paket info ld,2
221,terima kasih tlh isi ulang tgl gratis nelpon menit video tekan ussdphonenumber yes ok,2
222,paket tsel flash tgl panjang dg mb utk harga dpt ubah sesuai lokasi pasti pulsa cukup utk henti langgan ketik flash off info detail tariff tsel me internet,2
223,kuota internet habis isi kuota ussdphonenumber akses aplikasi bimatri gadget info,2
224,ekstra pulsa rb dg beli paket internet bulan mytelkomsel utk beli sjk aug sept cek detail promo tsel me mytsel,2
225,nikmat discount bakmi gm hny dgn tcash tap laku info tsel me tappromo,2
226,internetan kuota harga murah buru cek ussdphonenumber tawar nomor laku juli,2
227,promo beli paket flash gb my telkomsel app dpt extra kuota gb lte extra nelpon mnt hr buru cek tsel me mytsel,2
228,plg yth sisa kuota flash kb download mytelkomsel apps http tsel me tsel utk cek kuota beli paket flash hub ussdphonenumber,2
229,beli paket turbo rb utk beli mytelkomsel app sjk aug sept dpt extra pulsa tsel rp rb loh cek detail paket tsel me mytsel,2
230,promo panjang gratis mifi modem untuk tunjuk sms galeri smartfren isi pulsa rb utk bawa pulang mifi favorit nov dl,2
231,dapat gratis cappuccino hot ice freza transaksi min rp rb excelso cafe semarang yogya solo sd agust tunjuk sms kpd tugas,2
232,puas internetan chatting facebook nonton video gb rp ribu beli paket ussdphonenumber,2
233,jajan gak mana sob jajan online aja suka nge games cek http tsel me jajanonline,2
234,koin tinggal dikit lanjutin gamesmu beli pakai pulsa aja bro cek http tsel me jajanonline,2
235,sensasi seru main game ayo gabung heroes game hit download gratis http bit ly jsxn,2
236,selamat gratis sms smsgift no info cs,2
237,loopers pakettelkomselflash rp utk mb tambah mb gb laku tlh aktif paket otomatis panjang pd aktif langgan paket,2
238,diskon ribu langgan grab bandung laku kode promo urangbandung repot jalan macet susah parkir hayu ngegrab we atuh,2
239,rawit kuota bagus harga ayo isi ulang kartu axis pasti besok promo rabu rawit info ld,2
240,plg yth sisa kuota flash kb download mytelkomsel apps http tsel me tsel utk cek kuota beli paket flash hub ussdphonenumber,2
241,bro beli koin games pakai pulsa yuk mudah banget loh sob cek http tsel me jajanonline,2
242,dapat gratis wendy crispy chicken sandwich minimal beli rp tukar sms wendy dekat sedia batas promo ussdphonenumber,2
243,terima kasih sahabat indosatooredoo download video bonus gratis nelpon menit hubung ussdphonenumber,2
244,paket bronet jam mb hr aktif nikmat mb laku aktif promo axis telp ussdphonenumber info,2
245,download file putus tinggal gatis mifi modem spesial untuk bawa sms galeri sf isi pulsa rb sana jan dl,2
246,promo beli paket flash gb my telkomsel app dpt extra paket gb midnight buru promo batas,2
247,nikmat extra gb lte extra voucher belanja rb dg beli pkt flash gb hr rp rb ussdphonenumber cek tarif tsel me fl skb,2
248,beli gratis donut dunkin donuts borma setiabudhi tukar sms laku sedia promo ussdphonenumber,2
249,rabu blanja blanja com nikmat diskon spesial transaksi tcash laku klik blj co tcashrabu,2
250,hemat grab laku jalan grabcar grabtaxi otomatis diskon jalan nikmat diskon tahap hinga ribu trip ayo coba bukti,2
251,rp nelpon sms unlimited indosat ooredoo internetan puas paket ramadhan unlimited ketik ussdphonenumber,2
252,thank you for your appreciation trust in using telkomsel service for further feedback please advice text sms to free for int charged,2
253,kalah bro games mu bantu tambah koin beli aja pakai pulsa cek http tsel me jajanonline,2
254,warkop dki dapat nsp gratis akses ussdphonenumber dapat promo gratis sesuai hobi,2
255,paket internet bronet jam gb hr aktif otomatis panjang jam info,2
256,yuk flash volume ultima utk update informasi kuota mb hr rp rb ussdphonenumber tarif lokasi cek tsel me fl,2
257,isi ulang rp hasil kode transaksi nomorponselstring cek ussdphonenumber promo rabu rawit jumat langgan axis,2
258,ekstra telpon sms internetan laku ikut surveu singkat aplikasi musik september klik http tsel me mulu,2
259,butuh piknik nih libur gratis hongkong pake pulsa axis hp androidmu transaksi items pokemon go bigo coc dll info ld,2
260,nikmat double internetan jaring data kuat gb gb tlp sms puas dgn pkt freedom combo daftar ussdphonenumber http mycare indosatooredoo com,2
261,ayo dukung lestari alam indonesia indosat ooredoo wwf indonesia dg donasi ussdphonenumber nomor indosat ooredoo,2
262,kalo lg beneran ngumpul lg mewek jamaah,0
263,ampuun jendral wk,0
264,install bawa installernya,0
265,ok data dummy diagnosa pasien punten makasih,0
266,nama pakai flash animasi ga pakai movie maker,0
267,karna qaqa ngomong gituch,0
268,krn pulsa limit cukup dptkan informasi putar kartu tri ussdphonenumber via aplikasi bimatri,0
269,nama lembar kamrin anto tp bab parafrase kalimat jgn copy paste,0
270,jepret karet gelang hihip,0
271,oh oke de isi deposit transfer kmn,0
272,geleh sendiiri lipstik merah wkkw dapet kasih jg,0
273,sungai diil ,0
274,pake bingung,0
275,nggk jd masalh model diload dicontroler aja,0
276,iya nama lab jarkom pas copy sql sigindo tea,0
277,sebenernya nama gada bulan tau kasih izin aja gitu bayar jt,0
278,ayam bakar rica rica brp,0
279,pertable emg lbh rapih lapor sih mad cuman bingung pertable kdgkan dipake didr bbrp table gmn tuh mad,0
280,dian ge waktu yudisium sore ga dibarengin nondik sampe jam yudisium,0
281,assalamu alaikum nama bantu,0
282,abis maghrib yaa,0
283,nama jalan besok aja habis jumat ketemu kanto web service akses,0
284,ga euy bilang adik adik ken pvj nama,0
285,oh pantesan tau gitu lgsg foto pusat aja put,0
286,urang mah kaya dah jumat jam an pa lala bentar,0
287,jg rumah lg ga gara kulkas rusak suka nyetok sayur,0
288,ramen aa gpp jam,0
289,meet upnyaa nih tema tema,0
290,maaf malam konfirmasi remedial nilai remedial,0
291,assalamualaikum akang teteh lupa carrier day jam exhibition fpmipa love hayuu ditungguuu,0
292,besok yuk jam bih jam,0
293,akang teteh tau calon pimpin kemakom periode yuk simak visi misi,0
294,nitip coklat alhuda,0
295,sidang depaaan mel jahaaat pisaaan,0
296,nama hunting kosan bentar gmn ngerjain dmn,0
297,iya ih maksimal waktu bulan wkwkwk pdhl aja mo pindah,0
298,kalo engga aqila gatau engga deh,0
299,pas sma gak tp kuliah org tua udah pulang kampung,0
300,mau mau ama gak gak jodoh segeleh gelehnya nikah kalo jodoh,0
301,agus sept blm jamin kosong,0
302,taqoballahu minna waminkum selamatmenyambutkemenangan,0
303,minggu ken lembang git hari ngubek bandung,0
304,silah tebak umur,0
305,siap dokumen draftnya ambil ruang slide presentasi tuk uji,0
306,gara gara batman pdhl udh ulang,0
307,pas ngomong gtu km diem nuy kikuk gtu diomongin kek gtu,0
308,oke deh jg emang ken ngumpul sih lg,0
309,mandi selesei isya bobo,0
310,brsik cuti bati kantor har rabu,0
311,gais lapor bimbing bimbing lapang,0
312,pesan nama assalamu alaikum wr wb indonesia android kejar bekerjasama depilkom ada latih android level intermediate slot syarat app android ngebuild android studio barang kelas minat nuhun latih sabtu besok april sabtu temu tempat lab praktikum,0
313,maaf keyword masuk salah info hub call center,0
314,min kalo inpo kosan bulan share ,0
315,selisih brp sesuai janji sbelumhya nilai batas cek hadir gak gak habis turun,0
316,nama helmkuuuu,0
317,geng jam brpa respon yah,0
318,info pla assalam ambil mk pla wajib kumpul tgl kamis agustus wibb agenda bekal jelas pla gdg jica lt informasiny harap perhati sebar,0
319,bpk pnjam hp orng tlng bliin bpk pls rb krm nomr brunya bpk nomorponselstring bpk msalh kantor polisi jgn tlp sms nnti bpk tlp,1
320,surat putus pt tri care slamat no resmi raih hadiah toyota yaris pin undi fbg info hub nomorponselstring klik domainwebsite,1
321,slmt no mendpt hadiah rp jt telkomselpoin undi mlm wib rcti info hub nomorponselstring drs srianto kirim,1
322,selamat kpd milik no simcard nomorponselstring uang tunai rp jt pt indosat pin rwd domainwebsite hub nomorponselstring spam,1
323,plgn yth mendpt hadiah unit mobil suzuki ertiga pt hm sampoerna tbk pin info klik domainwebsite,1
324,transfer uang rek mandiri no rek darman klau sdah transfer sms nmor trima kasih,1
325,dr ktr indosat sdh hub nmr tp tdk trsambung jd krm sms bhw no mendpt mobil jaguar pin hi info domainwebsite,1
326,surat putus resmi dr tri care no xv pin menang xv mendpt unit mobil honda jazz rs info klik domainwebsite,1
327,casino online besar domainwebsite minggu main smartphone pc,1
328,isi pulsa untung myvplus dpt pulsa lsg dpt voucher diskon dpt hadiah dpt point yuk klik http bit ly myvplus,1
329,tolong uang kirim rekening aja bri hasan mahmud rek sms aja klau kirim makasih,1
330,isi ulang pulsa rp regular putera sukses ref gratis pulsa sd rb hg hr mlm ktk gratis krm,1
331,tukokno pulsa as ndisek ribu iki nmrku anyar nomorponselstring cepet saiki enten teng bpk msalah kantor polisi sms tlp,1
332,blackberry city jual blackberry discond dakota jt torch jt onyx jt davis jt gemini jt info hub anita nomorponselstring pin bb,1
333,rumah bpk jual sdh survey sy minat sy telpon tdk tembus hrg hub suami sy nomorponselstring dr irawan,1
334,uang transfer rek bank xxx xxx xxx sms no nomorponselstring,1
